Intersection,Agglomération,Catégorie de route,Aménagement - Infrastructure,Voie,V1,Régime de circulation,Nombre total de voies de circulation,PR,PR1,Voie spéciale,Profil en long,Tracé en plan,Latitude,Longitude,Numac,Code Insee,Geofla Match,Coordonnées
Hors intersection,5,Voie Communale,0,0,,1,2,,,0,1,Partie rectiligne,,,324258,59646,O,50.6750984751
Hors intersection,7,Voie Communale,0,0,,2,2,,,0,1,En courbe à droite,,,324283,59512,O,50.6879774811
Intersection en T,7,Voie Communale,0,0,,2,2,,,0,2,Partie rectiligne,,,324298,59512,O,50.6879774811
Hors intersection,6,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,324311,59650,O,50.7056367285
Giratoire,5,Route Nationale,Carrefour aménagé,,,2,2,,,0,1,0,,,324320,59646,O,50.6750984751
Hors intersection,7,Voie Communale,Carrefour aménagé,0,,3,4,,,Bande cyclable,2,Partie rectiligne,,,324342,59599,O,50.7254418902
Intersection en X,5,Route Départementale,Carrefour aménagé,0,,2,2,,,0,1,Partie rectiligne,,,324345,59426,O,50.7533162393
Intersection en T,7,Voie Communale,0,0,,0,0,,,0,1,1,,,324352,59599,O,50.7254418902
Intersection en X,7,Route Départementale,Carrefour aménagé,0,,3,4,,,Piste cyclable,1,Partie rectiligne,,,324385,59599,O,50.7254418902
Hors intersection,1,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,323019,59646,O,50.6750984751
Hors intersection,1,Voie Communale,0,0,,3,2,,,0,1,Partie rectiligne,,,323026,59512,O,50.6879774811
Intersection en X,7,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,323091,59599,O,50.7254418902
Hors intersection,8,Voie Communale,0,0,,2,2,,,Piste cyclable,1,Partie rectiligne,,,323098,59350,O,50.6317183168
Hors intersection,8,Voie Communale,0,0,,3,3,,,0,1,Partie rectiligne,,,323155,59350,O,50.6317183168
Intersection en X,8,Voie Communale,0,0,,1,1,,,0,1,Partie rectiligne,,,323632,59350,O,50.6317183168
Hors intersection,7,Route Départementale,0,0,,2,3,,,Piste cyclable,2,Partie rectiligne,,,323664,59599,O,50.7254418902
Hors intersection,6,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,323666,59017,O,50.6913797537
Hors intersection,4,Route Départementale,Zone piétonne,146,,2,2,0,0,0,1,Partie rectiligne,5058800,316900,323687,59523,O,50.5877332144
Hors intersection,5,Voie Communale,0,0,,4,5,,,0,1,Partie rectiligne,,,323717,59343,O,50.5892285666
Intersection en T,8,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,323786,59350,O,50.6317183168
Hors intersection,4,Route Départementale,0,63,,2,0,9,100,0,1,Partie rectiligne,5060557,295223,323968,59278,O,50.6120409794
Intersection en X,8,Voie Communale,0,0,0,1,1,,,0,1,Partie rectiligne,,,85060,59350,O,50.6317183168
Hors intersection,5,Voie Communale,0,0,0,2,1,,,Piste cyclable,1,En courbe à gauche,,,252681,59352,O,50.7361350171
Autre intersection,7,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,252702,59512,O,50.6879774811
Intersection en T,1,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,321926,59512,O,50.6879774811
Hors intersection,5,Route Départementale,0,0,0,2,0,,,0,1,Partie rectiligne,,,254165,59386,O,50.67409511
Hors intersection,1,Route Départementale,0,652,0,3,4,0,100,0,1,0,,,254178,59195,O,50.6262888459
Hors intersection,1,Autoroute,0,25,0,3,2,19,600,0,1,Partie rectiligne,,,224634,59202,O,50.6700847929
Hors intersection,1,Route Nationale,Bretelle d’échangeur ou de raccordement,356,0,3,8,1,800,0,1,Partie rectiligne,,,224683,59350,O,50.6317183168
Hors intersection,5,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,224688,59220,O,50.593618421
Hors intersection,1,Autoroute,0,25,0,3,2,14,100,0,1,Partie rectiligne,,,224731,59143,O,50.6659536434
Intersection en X,7,Route Départementale,Carrefour aménagé,0,0,2,0,,,0,1,Partie rectiligne,,,224762,59009,O,50.6324372393
Intersection en X,8,Voie Communale,0,0,0,3,4,,,0,1,Partie rectiligne,,,224838,59350,O,50.6317183168
Intersection en X,3,Voie Communale,Carrefour aménagé,0,0,2,2,,,0,1,Partie rectiligne,,,224889,59609,O,50.5731550754
Hors intersection,1,Route Nationale,0,227,0,3,2,5,600,0,1,Partie rectiligne,,,224900,59009,O,50.6324372393
Hors intersection,1,Autoroute,0,22,0,3,4,9,300,0,1,Partie rectiligne,,,225027,59009,O,50.6324372393
Intersection en T,8,Voie Communale,0,0,0,1,2,,,0,1,Partie rectiligne,,,225060,59350,O,50.6317183168
Hors intersection,5,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,225101,59560,O,50.5462914067
Hors intersection,8,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,225134,59350,O,50.6317183168
Hors intersection,1,Autoroute,0,22,0,3,4,18,15,0,0,0,,,225169,59090,O,50.7096656233
Intersection en X,5,Voie Communale,0,0,0,1,2,,,0,1,Partie rectiligne,,,225193,59507,O,50.6044738955
Hors intersection,5,Voie Communale,0,0,,2,0,,,Bande cyclable,1,En courbe à droite,,,225260,59279,O,50.7747480298
Hors intersection,6,Voie Communale,0,0,,3,2,,,0,1,Partie rectiligne,,,225292,59410,O,50.6432478699
Intersection en X,5,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,225304,59426,O,50.7533162393
Giratoire,1,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,225341,59646,O,50.6750984751
Intersection en T,1,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,225384,59512,O,50.6879774811
Autre intersection,7,Voie Communale,0,0,,2,2,,,0,1,En courbe à droite,,,225491,59599,O,50.7254418902
Intersection en X,5,Route Départementale,0,0,,2,2,,,0,1,0,,,225522,59286,O,50.6044150332
Hors intersection,7,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,225530,59009,O,50.6324372393
Intersection en X,6,Voie Communale,0,0,,1,2,,,Piste cyclable,1,Partie rectiligne,,,225547,59378,O,50.6753348557
Hors intersection,4,Voie Communale,0,0,,2,2,,,0,1,En courbe à droite,,,225561,59356,O,50.6631680443
Hors intersection,6,Voie Communale,0,0,,2,3,,,Bande cyclable,1,Partie rectiligne,,,225568,59328,O,50.6522053005
Intersection en X,6,Voie Communale,0,0,,3,4,,,Bande cyclable,1,Partie rectiligne,,,225591,59650,O,50.7056367285
Intersection en X,6,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,247806,59328,O,50.6522053005
Hors intersection,1,Autoroute,0,25,0,3,6,3,450,0,1,Partie rectiligne,,,247860,59350,O,50.6317183168
Hors intersection,1,Route Départementale,Bretelle d’échangeur ou de raccordement,749,,1,2,,,0,2,En courbe à gauche,,,247882,59350,O,50.6317183168
Hors intersection,6,Voie Communale,0,0,,3,0,,,0,3,Partie rectiligne,,,247917,59378,O,50.6753348557
Intersection en X,6,Voie Communale,0,0,,2,3,,,0,1,Partie rectiligne,,,247933,59410,O,50.6432478699
Intersection en T,7,Voie Communale,0,0,0,2,4,,,0,1,Partie rectiligne,,,424276,59009,O,50.6324372393
Intersection en T,8,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,426039,59350,O,50.6317183168
Hors intersection,1,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,426054,59650,O,50.7056367285
Hors intersection,1,Route Nationale,0,41,,2,3,4,480,Bande cyclable,1,Partie rectiligne,5055752,283702,426059,59320,O,50.5626769272
Hors intersection,6,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,429385,59163,O,50.6740689994
Hors intersection,7,Voie Communale,0,0,0,2,2,,,0,1,En courbe à gauche,,,438111,59009,O,50.6324372393
Intersection en X,8,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,438362,59350,O,50.6317183168
Hors intersection,7,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,321070,59512,O,50.6879774811
Hors intersection,7,Voie Communale,0,0,0,3,2,,,0,1,Partie rectiligne,,,321076,59512,O,50.6879774811
Hors intersection,6,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,321082,59650,O,50.7056367285
Hors intersection,7,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,321090,59599,O,50.7254418902
Hors intersection,8,Voie Communale,0,0,0,2,4,,,Bande cyclable,1,Partie rectiligne,,,321126,59350,O,50.6317183168
Hors intersection,1,Route Départementale,0,0,0,2,2,,,0,1,Partie rectiligne,,,321161,59299,O,50.6548049456
Hors intersection,4,Route Départementale,0,422,0,2,2,0,0,0,1,Partie rectiligne,0,0,321178,59202,O,50.6700847929
Hors intersection,1,Voie Communale,0,0,0,2,2,,,0,1,0,,,321305,59512,O,50.6879774811
Hors intersection,7,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,321361,59512,O,50.6879774811
Hors intersection,8,Voie Communale,Pont - autopont,0,0,2,2,,,0,1,Partie rectiligne,,,225105,59350,O,50.6317183168
Intersection en X,5,autre,0,0,0,1,0,,,0,1,Partie rectiligne,,,225108,59421,O,50.7041016348
Hors intersection,1,Autoroute,0,25,0,3,4,12,900,0,0,0,,,225114,59196,O,50.640484704
Hors intersection,6,Route Nationale,0,0,0,0,0,,,0,1,1,,,225157,59378,O,50.6753348557
Intersection en X,6,Voie Communale,0,0,,1,1,,,0,1,Partie rectiligne,,,225223,59360,O,50.608350368
Hors intersection,7,Route Départementale,0,700,,3,,,,Voie réservée,1,Partie rectiligne,,,225241,59009,O,50.6324372393
Hors intersection,4,Voie Communale,0,0,,2,2,,,0,1,En courbe à gauche,,,225245,59585,O,50.5706303055
Hors intersection,1,Route Nationale,0,656,,3,6,1,700,0,0,0,,,225308,59350,O,50.6317183168
Intersection en T,8,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,225330,59350,O,50.6317183168
Hors intersection,5,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,225334,59220,O,50.593618421
Giratoire,7,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,225372,59009,O,50.6324372393
Hors intersection,4,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,225432,59356,O,50.6631680443
Intersection en Y,8,Route Départementale,Bretelle d’échangeur ou de raccordement,0,,3,2,,,0,1,En courbe à gauche,,,225500,59350,O,50.6317183168
Hors intersection,8,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,225550,59350,O,50.6317183168
Intersection en X,6,Voie Communale,0,0,,2,1,,,0,0,Partie rectiligne,,,225588,59163,O,50.6740689994
Intersection en X,5,Route Départementale,0,0,,1,2,,,0,1,Partie rectiligne,,,88178,59560,O,50.5462914067
Hors intersection,7,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,320175,59512,O,50.6879774811
Hors intersection,1,Route Nationale,0,351,0,3,2,0,500,0,0,0,,,320203,59350,O,50.6317183168
Hors intersection,6,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,320212,59378,O,50.6753348557
Autre intersection,1,Parc de stationnement ouvert à la circulation publique,0,0,0,0,1,,,0,1,1,,,320250,59195,O,50.6262888459
Intersection en X,7,Voie Communale,Carrefour aménagé,0,0,1,2,,,0,1,Partie rectiligne,,,320365,59599,O,50.7254418902
Hors intersection,8,Voie Communale,0,0,0,2,0,,,0,1,Partie rectiligne,,,320432,59350,O,50.6317183168
Intersection en X,8,Voie Communale,0,0,0,3,3,,,Piste cyclable,1,Partie rectiligne,,,320436,59350,O,50.6317183168
Intersection en X,7,Voie Communale,0,0,0,1,1,,,0,1,Partie rectiligne,,,320454,59512,O,50.6879774811
Hors intersection,6,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,319670,59378,O,50.6753348557
Hors intersection,5,Voie Communale,0,0,0,0,0,,,0,1,1,,,319700,59367,O,50.6721775091
Intersection en Y,6,Voie Communale,0,0,0,2,3,,,0,1,Partie rectiligne,,,319826,59368,O,50.6548883138
Intersection en X,7,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,319834,59512,O,50.6879774811
Hors intersection,7,Voie Communale,0,0,0,0,0,,,0,1,1,,,319846,59512,O,50.6879774811
Hors intersection,5,Voie Communale,0,0,0,2,4,,,0,1,Partie rectiligne,,,319852,59646,O,50.6750984751
Hors intersection,4,Route Départementale,Carrefour aménagé,955,0,0,0,0,0,0,1,0,0,0,319892,59523,O,50.5877332144
Hors intersection,1,Autoroute,0,22,0,3,2,9,550,0,1,Partie rectiligne,,,254708,59009,O,50.6324372393
Hors intersection,4,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,322388,59598,O,50.6609540641
Hors intersection,1,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,322522,59650,O,50.7056367285
Intersection en X,1,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,322532,59512,O,50.6879774811
Intersection en X,1,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,322569,59512,O,50.6879774811
Intersection en X,7,Voie Communale,Carrefour aménagé,0,,2,2,,,0,3,Partie rectiligne,,,322755,59599,O,50.7254418902
Hors intersection,1,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,322763,59512,O,50.6879774811
Intersection en T,1,Voie Communale,0,0,,3,2,,,0,1,Partie rectiligne,,,322809,59512,O,50.6879774811
Hors intersection,6,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,322876,59163,O,50.6740689994
Hors intersection,7,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,322930,59599,O,50.7254418902
Hors intersection,1,Route Départementale,0,652,,3,4,1,700,0,0,Partie rectiligne,,,322994,59128,O,50.6474745374
Hors intersection,1,Autoroute,0,1,0,3,3,211,200,0,1,0,,,320516,59350,O,50.6317183168
Hors intersection,6,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,320585,59163,O,50.6740689994
Intersection en X,5,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,320661,59339,O,50.6813150077
Intersection en T,7,Voie Communale,0,0,0,3,2,,,0,1,Partie rectiligne,,,320668,59512,O,50.6879774811
Intersection en X,1,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,320669,59512,O,50.6879774811
Hors intersection,6,Route Départementale,Pont - autopont,0,0,2,1,,,Bande cyclable,2,En courbe à gauche,,,320713,59017,O,50.6913797537
Intersection en X,5,Route Départementale,0,0,0,2,2,,,0,1,Partie rectiligne,,,320723,59527,O,50.6597692969
Hors intersection,5,Voie Communale,0,0,0,3,2,,,0,1,Partie rectiligne,,,320804,59646,O,50.6750984751
Hors intersection,1,Voie Communale,0,0,0,2,2,,,0,1,En courbe à droite,,,320821,59152,O,50.7497420422
Giratoire,7,Voie Communale,0,0,0,2,2,,,0,1,En courbe à gauche,,,320870,59009,O,50.6324372393
Hors intersection,6,Voie Communale,0,0,0,2,1,,,0,1,En courbe à droite,,,320938,59017,O,50.6913797537
Hors intersection,8,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,323583,59350,O,50.6317183168
Hors intersection,6,Voie Communale,0,0,,2,2,,,0,1,En « S »,,,323668,59017,O,50.6913797537
Hors intersection,8,Voie Communale,Bretelle d’échangeur ou de raccordement,0,,2,2,,,0,1,Partie rectiligne,,,323676,59350,O,50.6317183168
Hors intersection,5,Voie Communale,0,0,,2,1,,,0,1,Partie rectiligne,,,323723,59317,O,50.6841292085
Hors intersection,7,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,323764,59512,O,50.6879774811
Hors intersection,6,Route Départementale,0,0,,0,1,,,0,1,0,,,323774,59017,O,50.6913797537
Hors intersection,5,Route Départementale,0,39,,2,2,10,600,0,1,Partie rectiligne,5051080,290322,323816,59052,O,50.5162714452
Giratoire,1,Route Départementale,Carrefour aménagé,145,,2,2,2,120,0,1,0,5054272,283791,323821,59550,O,50.5358395709
Hors intersection,1,Route Départementale,0,94,,2,0,13,480,0,3,En « S »,5057509,319256,323881,59106,O,50.5822303153
Hors intersection,1,Route Départementale,0,36,,2,0,10,400,0,1,En courbe à gauche,5072196,302526,323883,59482,O,50.7129994523
Hors intersection,7,autre,0,0,,2,1,,,0,1,0,,,323139,59599,O,50.7254418902
Intersection en X,1,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,323182,59512,O,50.6879774811
Intersection en X,1,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,323200,59512,O,50.6879774811
Hors intersection,1,Route Départementale,0,656,,3,6,0,200,0,0,En courbe à droite,,,323316,59350,O,50.6317183168
Hors intersection,7,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,320977,59512,O,50.6879774811
Hors intersection,1,Voie Communale,0,0,0,1,1,,,0,1,Partie rectiligne,,,321063,59350,O,50.6317183168
Hors intersection,6,Route Nationale,0,0,0,2,1,,,0,1,Partie rectiligne,,,321112,59017,O,50.6913797537
Hors intersection,7,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,321144,59512,O,50.6879774811
Hors intersection,8,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,321430,59350,O,50.6317183168
Intersection en X,1,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,321711,59512,O,50.6879774811
Intersection en X,1,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,321731,59512,O,50.6879774811
Intersection en X,1,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,321817,59299,O,50.6548049456
Hors intersection,8,Voie Communale,0,0,0,2,3,,,0,1,Partie rectiligne,,,320862,59350,O,50.6317183168
Hors intersection,7,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,320882,59512,O,50.6879774811
Intersection en Y,5,Route Départementale,0,0,0,1,1,,,0,2,Partie rectiligne,,,320914,59090,O,50.7096656233
Intersection en X,1,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,321993,59646,O,50.6750984751
Intersection en X,1,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,322078,59163,O,50.6740689994
Hors intersection,8,Parc de stationnement ouvert à la circulation publique,0,0,0,0,0,,,0,1,1,,,322126,59350,O,50.6317183168
Hors intersection,1,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,322139,59163,O,50.6740689994
Hors intersection,1,Route Départementale,0,351,0,3,6,0,200,0,0,0,,,322173,59350,O,50.6317183168
Hors intersection,7,Voie Communale,0,0,0,3,3,,,0,1,Partie rectiligne,,,322375,59512,O,50.6879774811
Hors intersection,6,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,322386,59163,O,50.6740689994
Hors intersection,7,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,322467,59512,O,50.6879774811
Hors intersection,8,Voie Communale,0,0,,3,4,,,0,1,Partie rectiligne,,,324126,59350,O,50.6317183168
Intersection en X,8,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,324180,59350,O,50.6317183168
Intersection en T,6,autre,0,0,,2,1,,,0,1,Partie rectiligne,,,324224,59650,O,50.7056367285
Intersection en X,5,Voie Communale,Carrefour aménagé,0,,2,2,,,Piste cyclable,1,Partie rectiligne,,,324257,59646,O,50.6750984751
Intersection en X,7,Voie Communale,0,0,,3,4,,,Piste cyclable,1,Partie rectiligne,,,324265,59512,O,50.6879774811
Hors intersection,5,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,324274,59646,O,50.6750984751
Hors intersection,7,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,324286,59512,O,50.6879774811
Hors intersection,6,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,324324,59650,O,50.7056367285
Intersection en T,7,Route Départementale,Carrefour aménagé,0,,2,1,,,0,1,Partie rectiligne,,,324354,59599,O,50.7254418902
Hors intersection,7,Voie Communale,0,0,,1,1,,,0,2,Partie rectiligne,,,324365,59599,O,50.7254418902
Hors intersection,7,Voie Communale,0,0,,2,0,,,0,0,0,,,324377,59599,O,50.7254418902
Hors intersection,7,Voie Communale,0,0,,1,1,,,Piste cyclable,1,Partie rectiligne,,,324401,59599,O,50.7254418902
Hors intersection,1,Autoroute,0,1,,3,6,200,400,0,1,Partie rectiligne,,,324510,59560,O,50.5462914067
Hors intersection,1,Autoroute,0,25,0,3,4,19,900,0,0,0,,,252678,59202,O,50.6700847929
Intersection en X,6,Route Nationale,0,0,0,2,2,,,Piste cyclable,1,Partie rectiligne,,,414560,59378,O,50.6753348557
Hors intersection,6,Voie Communale,0,0,0,0,0,,,Piste cyclable,1,1,,,414561,59163,O,50.6740689994
Intersection en X,7,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,414598,59512,O,50.6879774811
Intersection en X,7,Voie Communale,0,0,0,3,2,,,0,1,Partie rectiligne,,,414612,59512,O,50.6879774811
Hors intersection,5,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,414613,59339,O,50.6813150077
Hors intersection,1,Route Départementale,Bretelle d’échangeur ou de raccordement,0,0,1,1,,,0,3,En courbe à droite,,,414641,59343,O,50.5892285666
Intersection en X,5,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,414644,59646,O,50.6750984751
Intersection en X,1,Route Départementale,0,0,0,1,1,,,0,1,Partie rectiligne,,,414702,59650,O,50.7056367285
Hors intersection,1,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,414703,59339,O,50.6813150077
Hors intersection,7,Voie Communale,0,0,0,2,2,,,0,2,Partie rectiligne,,,414705,59599,O,50.7254418902
Hors intersection,1,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,414770,59650,O,50.7056367285
Hors intersection,4,Route Départementale,0,39,0,2,2,0,0,0,1,En courbe à droite,0,0,414804,59477,O,50.5134080019
Autre intersection,1,Voie Communale,0,0,,3,2,,,0,1,Partie rectiligne,,,414887,59512,O,50.6879774811
Hors intersection,8,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,422460,59350,O,50.6317183168
Intersection en X,3,Voie Communale,0,0,,2,3,,,0,1,Partie rectiligne,,,422473,59128,O,50.6474745374
Intersection en X,1,Route Départementale,Carrefour aménagé,0,,2,2,,,0,1,Partie rectiligne,,,422483,59152,O,50.7497420422
Hors intersection,1,Voie Communale,0,0,0,2,4,,,0,1,Partie rectiligne,,,426008,59163,O,50.6740689994
Hors intersection,1,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,426016,59650,O,50.7056367285
Hors intersection,1,Voie Communale,0,0,,2,0,,,0,2,En « S »,,,429145,59279,O,50.7747480298
Hors intersection,1,Route Départementale,0,39,0,2,2,0,0,Piste cyclable,1,Partie rectiligne,0,0,438107,59304,O,50.5495900938
Hors intersection,5,Route Départementale,0,39,,2,2,0,0,0,1,Partie rectiligne,0,0,438300,59011,O,50.5265153703
Hors intersection,7,Voie Communale,0,0,,2,0,,,0,1,Partie rectiligne,,,438330,59512,O,50.6879774811
Hors intersection,1,Route Départementale,0,700,,2,2,,,0,1,Partie rectiligne,,,438380,59339,O,50.6813150077
Hors intersection,8,Voie Communale,Zone piétonne,0,,1,1,,,Piste cyclable,1,Partie rectiligne,5063376,306162,438420,59350,O,50.6317183168
Hors intersection,5,Route Départementale,0,917,,2,3,95,275,0,1,Partie rectiligne,5077542,312368,438435,59279,O,50.7747480298
Hors intersection,8,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,86704,59350,O,50.6317183168
Intersection en T,1,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,86754,59512,O,50.6879774811
Intersection en T,1,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,86755,59646,O,50.6750984751
Intersection en X,1,Voie Communale,0,0,,3,2,,,0,1,Partie rectiligne,,,86768,59646,O,50.6750984751
Hors intersection,6,Voie Communale,Bretelle d’échangeur ou de raccordement,0,,2,4,,,0,1,Partie rectiligne,,,86833,59328,O,50.6522053005
Intersection en T,5,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,86866,59286,O,50.6044150332
Hors intersection,7,Route Départementale,0,0,,3,4,,,0,1,Partie rectiligne,,,86952,59009,O,50.6324372393
