Type de Collision,Condition atmosphérique,Lumière,Situation de l’accident,Nombre de personnes tuées dans l'accident,Nombre de blessés hospitalisés (blessés graves) dans l'accident,Nombre de blessés légers dans l'accident,Nombre de personnes indemnes dans l'accident,Type numero,Numero,Distance metre,Libelle voie,Indice de gravité de l'accident,Nombre impliques,Organisme
6,Normale,Plein jour,1,0,0,2,1,1,899,0,REPUBLIQUE AV DE LA (N°829-931),0.86,3,5
3,Normale,Plein jour,1,0,0,2,1,1,125,0,CLEMENCEAU BLVD (N°168-294),0.86,3,5
6,Normale,Nuit avec éclairage public allumé,1,0,0,2,1,1,,0,BOUVRY ROGER IMPASSE,0.86,3,5
3,Normale,Plein jour,1,0,0,2,1,9,0,0,LILAS RUE DES,0.86,3,5
3,Normale,Nuit avec éclairage public allumé,1,0,0,2,1,1,1,0,BASCULE,0.86,3,5
5,Normale,Plein jour,2,0,0,2,2,9,0,0,PARE AMBROISE RUE,0.86,4,5
4,Normale,Plein jour,1,0,0,2,3,0,,0,ROUTE NATIONALE 656,0.86,5,3
6,Normale,Nuit avec éclairage public allumé,1,0,0,2,1,2,1,0,VIROLOIS (RUE DU),0.86,3,5
6,Normale,Plein jour,1,0,0,2,2,1,29,0,JACQUET EUGENE RUE N°IMPAIRS,0.86,4,5
6,Normale,Plein jour,1,0,0,2,0,1,0,0,LIBERTE AVENUE DE LA,0.86,2,5
1,Normale,Plein jour,1,0,0,2,0,2,1,0,METZ (BOULEVARD DE),0.86,2,5
3,Normale,Plein jour,1,0,0,2,0,2,,0,SCHUMAN (RUE ROBERT),0.86,2,5
6,Pluie légère,Plein jour,1,0,0,1,1,1,156,0,MOLINEL RUE N°PAIRS,0.43,2,5
6,Pluie légère,Crépuscule ou aube,1,0,0,1,0,1,0,0,SCHUMAN ROBERT BOULEVARD,0.43,1,5
7,Pluie forte,Plein jour,1,0,0,1,0,0,,0,AUTOROUTE A25,0.43,1,3
6,Pluie légère,Crépuscule ou aube,1,0,0,1,1,1,118,0,SOLFERINO RUE N°110 A 206,0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,9,0,0,MANNELIERS RUE,0.43,2,5
6,Normale,Crépuscule ou aube,1,0,0,1,1,9,0,0,VERLINGHEM RUE DE,0.43,2,5
6,Pluie forte,Nuit avec éclairage public allumé,1,0,0,1,1,1,0,0,BOUVINES RUE DE,0.43,2,5
6,Neige - grêle,Plein jour,1,0,0,1,1,1,610,0,TOURCOING (RUE DE),0.43,2,5
6,Normale,Nuit avec éclairage public allumé,1,0,0,1,0,2,1,0,NYCKES (PONT),0.43,1,5
3,Normale,Plein jour,1,0,0,1,2,2,1,0,BAUDIN (RUE),0.43,3,5
6,Normale,Nuit avec éclairage public allumé,1,0,0,1,1,1,1,0,LAVOISIER RUE,0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,2,1,0,RUBENS (RUE),0.43,2,5
6,Normale,Nuit avec éclairage public allumé,1,0,0,1,1,1,1,0,LEBAS JEAN BAPTISTE BOULEVARD,0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,1,0,0,DUNANT HENRI RUE,0.43,2,5
6,Pluie légère,Nuit avec éclairage public allumé,1,0,0,1,1,2,1,0,COTTAGES (AVENUE DES),0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,1,0,0,HUGO VICTOR RUE,0.43,2,5
7,Normale,Plein jour,1,0,0,1,0,0,,0,ROUTE NATIONALE 656,0.43,1,3
3,Normale,Crépuscule ou aube,1,0,0,1,1,1,1,0,COTTAGES (AVENUE DES),0.43,2,5
3,Normale,Plein jour,1,0,0,1,1,2,,0,PASTEUR (RUE),0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,2,1,0,MERIAUX (RUE FRANCOIS),0.43,2,5
3,Normale,Nuit avec éclairage public allumé,1,0,0,1,0,2,1,0,GARE (RUE DE LA),0.43,1,5
6,Normale,Nuit avec éclairage public allumé,1,0,0,1,1,2,1,0,MOTTE (AVENUE ALFRED),0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,2,1,0,ISLY (RUE D'),0.43,2,5
3,Normale,Plein jour,1,0,0,1,2,2,1,0,VOLTAIRE (RUE),0.43,3,5
1,Normale,Plein jour,1,0,0,1,1,2,1,0,BRAME (ALLEE JULES),0.43,2,5
6,Normale,Nuit avec éclairage public allumé,1,0,0,5,2,,,,,2.15,7,3
3,Normale,Plein jour,1,0,0,5,1,0,,0,AUTOROUTE A1,2.15,6,3
6,Normale,Plein jour,1,0,1,0,1,1,1,0,GIDE ANDRE RUE,10.8,2,5
6,Normale,Plein jour,1,0,1,0,1,1,13,0,PARMENTIER RUE LE RESTE,10.8,2,5
3,Normale,Plein jour,1,0,1,0,3,9,,0,ARC RUE JEANNE D,10.8,4,5
3,Temps éblouissant,Plein jour,1,0,1,0,1,9,,0,KUHLMANN RUE,10.8,2,5
7,Temps couvert,Plein jour,1,0,1,0,0,9,116,0,MARTYRS RUE,10.8,1,5
3,Temps éblouissant,Plein jour,5,0,1,0,1,1,44,0,METZ (BOULEVARD DE),10.8,2,5
3,Normale,Plein jour,1,0,1,0,1,2,1,0,BARBIEUX  (RUE DE),10.8,2,5
3,Normale,Plein jour,1,0,1,0,1,2,,0,MADAGASCAR (RUE DE),10.8,2,5
6,Normale,Nuit avec éclairage public allumé,1,0,1,0,0,1,32,0,BOIS (LIEU DIT),10.8,1,5
6,Normale,Plein jour,0,0,1,0,1,2,,0,TRIEZ DES PR?TRES (SENTIER),10.8,2,5
2,Normale,Plein jour,1,0,1,0,1,0,,0,AUTOROUTE A25,10.8,2,3
6,Normale,Plein jour,1,0,1,0,0,1,108,0,SOLFERINO RUE N°2 A 108,10.8,1,5
7,Normale,Plein jour,1,0,1,0,0,2,1,0,OUEST (RUE DE L'),10.8,1,5
6,Normale,Plein jour,1,0,1,0,1,0,,0,AUTOROUTE A25,10.8,2,3
7,Normale,Plein jour,1,0,1,0,0,0,,0,AUTOROUTE A1,10.8,1,3
6,Normale,Crépuscule ou aube,1,0,1,0,1,0,,0,ROUTE NATIONALE 351,10.8,2,3
6,Normale,Plein jour,1,0,1,0,1,2,1,0,JAURES (RUE JEAN),10.8,2,5
6,Temps couvert,Plein jour,1,0,1,0,1,2,1,0,HOMMELET (RUE DE L'),10.8,2,5
6,Normale,Plein jour,1,0,1,0,0,2,1,0,CARIHEM (RUE DE),10.8,1,5
3,Normale,Plein jour,1,0,1,0,1,2,1,0,LACORDAIRE,10.8,2,5
6,Temps éblouissant,Plein jour,1,0,1,0,0,1,132,0,FAIDHERBE (BD ),10.8,1,5
3,Normale,Plein jour,1,0,1,0,1,2,1,0,FOURMIES (BOULEVARD DE),10.8,2,5
3,Normale,Nuit avec éclairage public allumé,1,0,1,0,1,9,,0,STRATEGIQUE PAVE,10.8,2,5
6,Normale,Plein jour,1,0,1,0,2,1,0,0,PASTEUR RUE,10.8,3,5
2,Normale,Plein jour,1,0,1,0,1,9,0,0,BAILLY ALBERT RUE,10.8,2,5
6,Pluie légère,Plein jour,1,0,1,0,1,1,142,0,MARQUILLIES RUE,10.8,2,5
6,Normale,Plein jour,1,0,1,0,0,2,1,0,CONFERENCE (RUE DE LA),10.8,1,5
6,Normale,Plein jour,1,0,1,0,1,2,1,0,COLLEGE (RUE DU),10.8,2,5
1,Normale,Plein jour,1,0,1,0,1,2,1,0,BREZIN (RUE),10.8,2,5
6,Normale,Nuit avec éclairage public allumé,1,0,1,0,1,2,1,0,DAUBENTON (RUE),10.8,2,5
1,Normale,Plein jour,1,0,1,0,1,2,1,0,EUROPE (AVENUE DE L'),10.8,2,5
3,Normale,Plein jour,1,0,1,0,1,2,1,0,LAGACHE (AVENUE JULIEN),10.8,2,5
6,Normale,Plein jour,1,0,1,0,0,2,1,0,PARC DES SPORTS (AVENUE DU),10.8,1,5
2,Normale,Plein jour,1,0,1,0,1,2,1,0,POTENTE (RUE DE LA),10.8,2,5
3,Normale,Plein jour,1,0,1,0,1,2,1,0,ALGER  (RUE D'),10.8,2,5
1,Normale,Plein jour,1,0,1,0,1,2,1,0,LANNOY (RUE DE),10.8,2,5
6,Normale,Plein jour,1,0,1,0,1,9,0,0,BRAEMS JOEL RUE,10.8,2,5
3,Normale,Plein jour,1,0,1,0,1,2,1,0,CONDE (RUE DE),10.8,2,5
3,Normale,Plein jour,1,0,1,0,1,2,1,0,VIGNE (RUE DE LA),10.8,2,5
3,Pluie légère,Nuit avec éclairage public allumé,1,0,1,0,1,2,1,0,CARIHEM (PONT DU),10.8,2,5
6,Normale,Plein jour,1,0,1,0,1,1,364,0,LILLE (RUE DE)LATERALE A DRONCKAERT,10.8,2,5
6,Pluie légère,Plein jour,1,0,1,0,1,1,,0,GAMBETTA (BOULEVARD),10.8,2,5
6,Pluie forte,Plein jour,1,0,1,0,1,2,1,0,SAPIN VERT (RUE DU),10.8,2,5
7,Temps éblouissant,Plein jour,1,0,1,0,1,1,2,0,BOETIE RUE DE LA,10.8,2,5
3,Normale,Nuit avec éclairage public allumé,1,0,1,0,0,1,100,0,NATIONALE RUE N°RESTE PAIRS,10.8,1,5
3,Normale,Plein jour,1,0,1,0,1,1,19,0,MAERTENS GEORGES RUE,10.8,2,5
3,Normale,Plein jour,1,0,1,0,2,2,1,0,LANNOY (RUE DE),10.8,3,5
7,Normale,Plein jour,1,0,1,0,0,2,1,0,NAPLES (RUE DE),10.8,1,5
6,Normale,Plein jour,1,0,1,0,1,2,1,0,TOURCOING (RUE DE),10.8,2,5
3,Normale,Plein jour,1,0,1,0,1,2,1,0,AVELGHEM (RUE D'),10.8,2,5
3,Normale,Nuit avec éclairage public allumé,1,0,1,0,1,1,131,0,FERRER FRANCISCO RUE,10.8,2,5
3,Vent fort - tempete,Nuit avec éclairage public allumé,1,0,1,0,1,1,,0,Route Nationale - R.D 933,10.8,2,5
2,Normale,Plein jour,1,0,1,0,1,9,0,0,NATIONALE RUE,10.8,2,5
6,Temps éblouissant,Plein jour,1,0,1,0,1,,,,,10.8,2,1
6,Normale,Nuit avec éclairage public allumé,1,0,1,0,0,,,,,10.8,1,1
3,Normale,Plein jour,1,0,1,0,1,1,6153,0,BEAUVAIS (QUAI DE),10.8,2,5
1,Normale,Plein jour,1,0,1,0,1,9,,0,KLEBER RUE,10.8,2,5
2,Pluie légère,Plein jour,1,0,1,0,1,1,118,0,FAIDHERBE (RUE),10.8,2,5
6,Normale,Plein jour,1,0,1,0,1,,,,,10.8,2,1
1,Normale,Nuit avec éclairage public allumé,1,0,1,0,2,,,,,10.8,3,1
6,Normale,Plein jour,1,0,1,0,1,2,1,0,MONGE (RUE),10.8,2,5
3,Normale,Plein jour,1,0,1,0,1,2,1,0,TELLIEZ (RUE AUGUSTIN),10.8,2,5
3,Normale,Plein jour,1,0,3,0,0,2,1,0,LILLE ( RUE DE),32.4,3,5
3,Normale,Plein jour,1,0,3,0,0,2,1,0,FOURMIES (BOULEVARD DE),32.4,3,5
3,Normale,Plein jour,1,0,3,0,0,2,1,0,NATIONS UNIES (AVENUE DES),32.4,3,5
2,Normale,Plein jour,1,0,0,1,1,0,,0,AUTOROUTE A25,0.43,2,3
6,Pluie légère,Nuit avec éclairage public allumé,1,0,0,3,0,0,,0,ROUTE NATIONALE 356,1.29,3,3
2,Pluie légère,Nuit avec éclairage public allumé,1,0,0,3,0,0,,0,AUTOROUTE A25,1.29,3,3
6,Normale,Nuit avec éclairage public allumé,1,0,0,3,2,1,209,0,DE GAULLE RUE DU GENERAL,1.29,5,5
1,Normale,Nuit avec éclairage public allumé,1,0,0,3,2,9,0,0,TOURNAI BOULEVARD DE,1.29,5,5
6,Normale,Plein jour,1,0,0,3,2,1,,0,SALENGRO ROGER RUE,1.29,5,5
6,Normale,Nuit avec éclairage public allumé,1,0,0,3,1,9,0,0,ROTONDE AVENUE DE LA,1.29,4,5
3,Normale,Plein jour,1,0,0,3,1,9,,0,ENCHEMONT BOULEVARD DU BOIS D,1.29,4,5
2,Normale,Plein jour,1,0,0,3,1,9,0,0,VETERANS RUE DES,1.29,4,5
1,Pluie légère,Plein jour,1,0,0,3,1,2,,0,DEWYN (RUE DU DOCTEUR),1.29,4,5
6,Normale,Nuit avec éclairage public allumé,1,0,0,2,1,1,0,0,SAINT PIERRE RUE,0.86,3,5
7,Temps couvert,Nuit avec éclairage public allumé,1,0,0,2,0,1,2,0,LILLE RUE DE N°2 A 36-31 A 37,0.86,2,5
6,Normale,Plein jour,1,0,0,2,1,1,18,0,DE MONTALEMBERT BVD DU COMTE,0.86,3,5
3,Normale,Plein jour,1,0,0,2,1,1,1,0,ENGLOS RUE D,0.86,3,5
6,Normale,Crépuscule ou aube,1,0,0,2,2,9,0,0,BOUVRY ROGER RUE,0.86,4,5
6,Normale,Plein jour,1,0,0,2,1,0,,0,AUTOROUTE A25,0.86,3,3
3,Normale,Plein jour,1,0,0,2,1,9,0,0,ARCOLE RUE D,0.86,3,5
6,Normale,Plein jour,1,0,0,2,0,1,190,0,YPRES RUE D,0.86,2,5
6,Normale,Plein jour,1,0,0,2,1,1,0,0,MONS BOULEVARD DE,0.86,3,5
3,Pluie forte,Plein jour,1,0,0,2,1,1,1,0,MANDELA NELSON RUE,0.86,3,5
5,Normale,Plein jour,1,0,0,2,3,1,17,0,JARDINS RUE N°17 A 33-18 A 28,0.86,5,5
2,Normale,Crépuscule ou aube,1,0,0,2,0,1,55,0,PRE CATELAN RUE DU,0.86,2,5
6,Normale,Nuit avec éclairage public allumé,1,0,0,2,0,1,137,0,DECUGIS YVES RUE  BAT 131 A 137,0.86,2,5
6,Normale,Plein jour,0,0,0,2,1,2,,0,LATTE (RUE DE LA),0.86,3,5
3,Normale,Nuit avec éclairage public allumé,1,0,0,2,1,1,1,0,REGNAULT HENRI RUE,0.86,3,5
2,Normale,Plein jour,1,0,0,2,1,0,,0,AUTOROUTE A25,0.86,3,3
6,Pluie légère,Plein jour,1,0,0,2,0,0,,0,ROUTE DEPARTEMENTALE 652,0.86,2,3
4,Normale,Plein jour,1,0,0,2,1,1,95,0,DUCROQUET RUE DU DOC. N°1-167,0.86,3,5
3,Normale,Plein jour,1,0,0,2,1,1,1,0,CUVELLE (RUE),0.86,3,5
6,Normale,Nuit avec éclairage public allumé,1,0,0,2,1,1,3,0,JAURES JEAN RUE,0.86,3,5
3,Normale,Plein jour,1,0,0,2,1,2,1,0,FLANDRE (AVENUE DE),0.86,3,5
3,Normale,Plein jour,1,0,0,2,0,2,1,0,CARETTE (AVENUE HENRI),0.86,2,5
3,Normale,Nuit avec éclairage public allumé,1,0,0,2,1,2,1,0,PRIMEVERES (RUE DES),0.86,3,5
7,Autre,Nuit avec éclairage public allumé,1,0,1,0,0,2,1,0,JAURES (AVENUE JEAN),10.8,1,5
6,Normale,Plein jour,1,0,1,0,1,2,1,0,GRAND CHEMIN (RUE DU),10.8,2,5
6,Normale,Nuit avec éclairage public allumé,1,0,1,0,0,1,63,0,MOLINEL RUE DU,10.8,1,5
2,Normale,Plein jour,1,0,1,0,1,2,1,0,DUNKERQUE (QUAI DE),10.8,2,5
6,Normale,Nuit avec éclairage public allumé,1,0,1,0,0,,,,,10.8,1,3
6,Normale,Plein jour,1,0,1,0,1,,,,,10.8,2,1
6,Normale,Plein jour,1,0,1,0,0,2,1,0,BEAU CHENE (RUE DU),10.8,1,5
1,Normale,Plein jour,1,0,1,0,1,2,1,0,CD 700,10.8,2,5
3,Temps couvert,Nuit avec éclairage public allumé,0,0,1,0,1,9,0,0,EGALITE (BOULEVARD DE L'),10.8,2,5
6,Normale,Plein jour,1,0,1,0,1,2,1,0,LYS (RUE DE),10.8,2,5
6,Normale,Plein jour,1,0,1,0,1,2,1,0,BUISINE (RUE MARIE),10.8,2,5
3,Normale,Plein jour,1,0,1,0,1,2,1,0,GAMBETTA (RUE LEON),10.8,2,5
3,Normale,Plein jour,1,0,1,0,1,1,1,0,MOCQUET GUY RUE,10.8,2,5
6,Normale,Plein jour,4,0,1,0,1,1,86,0,CHAUFFOURS (RUE DES),10.8,2,5
1,Temps couvert,Plein jour,1,0,1,0,1,2,1,0,JACQUARD (RUE JOSEPH),10.8,2,5
3,Normale,Plein jour,3,0,1,0,1,2,1,0,EUROPE (AVENUE DE L'),10.8,2,5
6,Normale,Plein jour,1,0,1,0,1,2,1,0,FLEURS (RUE DES),10.8,2,5
3,Normale,Plein jour,1,0,1,0,1,2,1,0,DELORY  (AVENUE GUSTAVE),10.8,2,5
3,Normale,Plein jour,1,0,1,0,2,2,1,0,VERDIERS (RUE DES),10.8,3,5
3,Normale,Plein jour,1,0,1,0,1,2,1,0,MOTTE (AVENUE ALFRED),10.8,2,5
6,Normale,Crépuscule ou aube,1,0,1,0,2,1,6,0,ARTOIS RUE D N?2 A 114,10.8,3,5
6,Normale,Plein jour,1,0,1,0,2,1,160,0,MONTEBELLO BD PAIRS DE 78 A 196,10.8,3,5
6,Normale,Plein jour,1,0,1,0,1,1,15,0,CATINAT PLACE,10.8,2,5
3,Normale,Plein jour,1,0,1,0,1,9,,0,PARIS RUE N? RESTE,10.8,2,5
6,Normale,Nuit avec éclairage public allumé,1,0,1,0,1,2,1,0,PIERRE DE ROUBAIX (RUE),10.8,2,5
3,Normale,Plein jour,1,0,1,0,1,2,1,0,MONGE (RUE),10.8,2,5
3,Normale,Plein jour,0,0,1,0,1,2,1,0,COMMUNAUTE URBAINE (RUE DE LA),10.8,2,5
3,Normale,Plein jour,1,0,1,0,1,2,,0,PARIS (RUE DE),10.8,2,5
6,Normale,Plein jour,0,0,1,0,1,1,89,0,LINSELLES (ROUTE DE),10.8,2,5
3,Normale,Plein jour,0,0,1,0,1,2,1,0,LIBERTE (BOULEVARD DE LA),10.8,2,5
3,Normale,Plein jour,1,0,1,0,1,2,1,0,FERRY (RUE JULES),10.8,2,5
6,Normale,Plein jour,1,0,1,0,1,2,1,0,TOURCOING (RUE DE),10.8,2,5
3,Normale,Crépuscule ou aube,1,0,1,0,1,2,,0,SIX (ABBE)29A41,10.8,2,5
1,Normale,Plein jour,1,0,1,0,1,2,1,0,ARMENTIERES (BOULEVARD D'),10.8,2,5
3,Pluie légère,Plein jour,1,0,1,0,1,1,58435,0,PATURES (RUE DES),10.8,2,5
3,Normale,Plein jour,1,0,1,0,1,1,224,0,NATIONALE  ( ROUTE),10.8,2,5
3,Pluie légère,Plein jour,1,0,1,0,1,1,3135,0,CARNOT (RUE SADI ),10.8,2,5
6,Normale,Plein jour,1,0,1,0,1,1,53,0,RESISTANCE RUE DE LA,10.8,2,5
6,Normale,Plein jour,1,0,1,0,1,1,2365,0,LIS (RUE RAYMOND ),10.8,2,5
3,Normale,Plein jour,1,0,1,0,1,2,1,0,NATIONS UNIES (AVENUE DES),10.8,2,5
7,Normale,Plein jour,1,0,1,0,0,2,1,0,CD 700,10.8,1,5
6,Normale,Plein jour,1,0,1,0,0,2,1,0,MICHEL (RUE LOUISE),10.8,1,5
6,Normale,Plein jour,1,0,1,0,0,2,1,0,CROIX (RUE DE),10.8,1,5
6,Normale,Plein jour,1,0,1,0,0,0,,0,ROUTE NATIONALE 227,10.8,1,3
3,Normale,Nuit avec éclairage public allumé,1,0,1,0,1,1,1,0,DEROULLERS JEAN BAPTISTE RUE,10.8,2,5
6,Normale,Plein jour,1,0,1,0,0,2,1,0,UNION (RUE DE L'),10.8,1,5
6,Normale,Plein jour,1,0,1,0,1,2,1,0,DE GAULLE (BOULEVARD DU GENERAL),10.8,2,5
3,Normale,Plein jour,1,0,1,0,1,2,1,0,JOUFFROY (RUE),10.8,2,5
7,Normale,Plein jour,0,0,1,0,1,1,447545,0,LILLE (SENTIER DE),10.8,2,5
3,Normale,Plein jour,1,0,1,0,1,1,79,0,MARNE AVENUE DE LA,10.8,2,5
3,Normale,Nuit avec éclairage public allumé,1,0,1,0,1,2,1,0,METZ (BOULEVARD DE),10.8,2,5
6,Pluie forte,Plein jour,1,0,1,0,1,2,1,0,STALINGRAD (RUE DE),10.8,2,5
3,Normale,Plein jour,1,0,1,0,3,9,0,0,VERDUN BVD N°  RESTE,10.8,4,5
2,Normale,Plein jour,1,0,1,0,1,2,1,0,LINNE ( AVENUE),10.8,2,5
6,Pluie forte,Nuit avec éclairage public allumé,1,0,1,0,1,2,1,0,CARNOT (RUE),10.8,2,5
3,Normale,Nuit avec éclairage public allumé,1,0,1,0,1,2,1,0,ANTOING (RUE D'),10.8,2,5
6,Normale,Plein jour,1,0,1,0,1,2,1,0,MARNE (AVENUE DE),10.8,2,5
6,Normale,Plein jour,1,0,1,0,1,9,0,0,LECLERCQ (RUE DU GENERAL),10.8,2,5
3,Normale,Nuit avec éclairage public allumé,1,0,1,0,1,2,1,0,DELORY (AVENUE GUSTAVE),10.8,2,5
2,Temps couvert,Plein jour,1,0,1,0,1,2,1,0,LECLERC (BOULEVARD DU GENERAL),10.8,2,5
6,Normale,Plein jour,1,0,1,0,1,9,0,0,VOLTAIRE (RUE),10.8,2,5
6,Normale,Plein jour,1,0,1,0,1,2,1,0,GRAND PLACE,10.8,2,5
1,Pluie forte,Plein jour,1,0,1,0,2,2,1,0,TOUL (RUE DE),10.8,3,5
2,Normale,Plein jour,1,0,1,0,1,9,0,0,FAUBOURG DE ROUBAIX RUE,10.8,2,5
1,Normale,Plein jour,1,0,1,0,1,2,1,0,VIOLLET LEDUC (RUE),10.8,2,5
7,Normale,Plein jour,1,0,1,0,0,2,1,0,HUGO (RUE VICTOR),10.8,1,5
6,Pluie légère,Plein jour,1,0,1,0,1,2,1,0,SCHUMAN (RUE ROBERT),10.8,2,5
6,Normale,Nuit avec éclairage public non allumé,4,0,1,0,0,1,18,0,MOULINS PAVE DU,10.8,1,5
3,Temps couvert,Plein jour,1,0,1,0,2,2,1,0,VIVIER (RUE DU),10.8,3,5
2,Normale,Plein jour,1,0,1,0,1,2,1,0,BARBIEUX  (RUE DE),10.8,2,5
6,Normale,Plein jour,1,0,1,0,2,9,,0,REPUBLIQUE PLACE DE LA,10.8,3,5
6,Normale,Nuit avec éclairage public allumé,1,0,1,0,0,0,,0,ROUTE DEPARTEMENTALE 652,10.8,1,3
3,Normale,Nuit avec éclairage public allumé,1,0,1,0,1,2,1,0,MOLINEL (RUE DU),10.8,2,5
6,Normale,Plein jour,1,0,1,0,0,2,1,0,LILLE (RUE DE),10.8,1,5
6,Pluie légère,Nuit avec éclairage public allumé,1,0,1,0,2,9,0,0,WAMBRECHIES (AVENUE),10.8,3,5
3,Pluie légère,Plein jour,1,0,1,0,1,9,,0,CARLIERS (RUE DES),10.8,2,5
6,Pluie forte,Plein jour,1,0,0,1,1,0,,0,AUTOROUTE A1,0.43,2,3
3,Normale,Plein jour,1,0,0,1,1,2,1,0,PARE (RUE AMBROISE),0.43,2,5
3,Normale,Plein jour,1,0,1,0,1,1,655,0,NATIONALE  ( ROUTE),10.8,2,5
3,Normale,Plein jour,1,0,1,0,1,2,1,0,LALANDE (RUE),10.8,2,5
6,Normale,Plein jour,1,0,1,0,1,2,1,0,COGGHE (RUE REMY),10.8,2,5
6,Normale,Plein jour,1,0,1,0,1,2,1,0,VERDUN (AVENUE DE),10.8,2,5
3,Normale,Plein jour,1,0,1,0,1,2,1,0,MOLINEL (RUE DU),10.8,2,5
6,Pluie forte,Nuit avec éclairage public non allumé,1,0,1,0,1,1,2,0,REPUBLIQUE PLACE DE LA,10.8,2,5
6,Pluie légère,Plein jour,1,0,1,0,0,2,1,0,MOTTE (AVENUE ALFRED),10.8,1,5
6,Normale,Plein jour,1,0,1,0,1,1,25,0,DUNKERQUE (RUE DE),10.8,2,5
6,Normale,Plein jour,1,0,1,0,2,1,,0,LECLERC RUE DU GENERAL,10.8,3,5
6,Normale,Plein jour,1,0,1,0,1,1,,0,SECLIN RUE DE,10.8,2,5
3,Normale,Plein jour,1,0,1,0,1,2,1,0,ROLLIN (RUE),10.8,2,5
3,Normale,Plein jour,1,0,1,0,1,1,1,0,LAGACHE (AVENUE JULIEN),10.8,2,5
3,Normale,Plein jour,1,0,1,0,1,9,0,0,BALLOTS (RUE DES TROIS),10.8,2,5
7,Normale,Crépuscule ou aube,3,0,1,0,0,1,1,0,BRUNE  (RUE),10.8,1,5
6,Normale,Plein jour,1,0,1,0,1,1,63,0,BRIAND (RUE ARISTIDE ),10.8,2,5
3,Normale,Plein jour,1,0,1,0,1,2,1,0,LILLE (RUE DE),10.8,2,5
5,Normale,Plein jour,1,0,1,0,1,0,,0,AUTOROUTE A1,10.8,2,3
6,Normale,Plein jour,1,0,1,0,0,0,,0,AUTOROUTE A1,10.8,1,3
3,Normale,Nuit avec éclairage public allumé,0,0,1,0,1,2,1,0,HAUT VINAGE (RUE DU),10.8,2,5
6,Normale,Plein jour,1,0,1,0,2,2,1,0,ALMA  (RUE DE L)',10.8,3,5
6,Pluie forte,Nuit avec éclairage public allumé,1,0,1,0,1,1,203,0,TESTELIN (RUE ACHILLE),10.8,2,5
6,Pluie légère,Nuit sans éclairage public,1,0,1,0,1,9,0,0,DOUMER PAUL RUE,10.8,2,5
6,Pluie légère,Plein jour,1,0,0,1,0,1,,0,TRUDAINE RUE,0.43,1,5
1,Normale,Plein jour,1,0,1,2,0,1,797645,0,ROUTE DEPARTEMENTALE 945,11.66,3,5
6,Normale,Plein jour,3,0,1,2,0,1,0,0,POUILLERIE LIEUDIT LA,11.66,3,5
3,Normale,Plein jour,1,0,2,1,0,2,1,0,LEBAS (AVENUE JEAN BAPTISTE),22.03,3,5
3,Normale,Plein jour,1,0,2,1,1,1,54213,0,ROUTE DEPARTEMENTALE 945,22.03,4,5
6,Normale,Nuit avec éclairage public non allumé,1,1,0,0,0,2,1,0,LUXEMBOURG (RUE DU),100.0,1,5
1,Normale,Plein jour,1,1,0,0,2,2,1,0,EUROPE (AVENUE DE L'),100.0,3,5
3,Pluie forte,Plein jour,1,1,0,0,2,1,,0,GHESQUIERE HENRI RUE,100.0,3,5
6,Normale,Nuit sans éclairage public,3,1,0,0,0,1,218,0,BRUNE  (RUE),100.0,1,5
7,Normale,Plein jour,1,1,0,0,0,0,,0,ROUTE NATIONALE 227,100.0,1,3
6,Normale,Plein jour,3,1,0,0,0,,,,,100.0,1,1
3,Normale,Crépuscule ou aube,1,1,0,0,1,1,2,0,OBERT RUE,100.0,2,5
6,Normale,Nuit avec éclairage public allumé,0,1,0,0,2,9,0,0,DE LA PHALECQUE  EUGENE IMBERT RUE,100.0,3,5
3,Normale,Plein jour,1,0,2,0,0,2,1,0,GRAND COTTIGNIES (AVENUE DU),21.6,2,5
6,Normale,Nuit avec éclairage public allumé,1,0,2,0,0,2,1,0,DELECOURT (RUE ALFRED),21.6,2,5
7,Normale,Nuit avec éclairage public allumé,1,0,2,0,0,2,1,0,BRASSERIE (RUE DE LA),21.6,2,5
3,Normale,Plein jour,1,0,2,0,1,1,25,0,KEMMEL (RUE DU ),21.6,3,5
6,Pluie forte,Plein jour,1,0,2,0,1,2,1,0,MAUFAIT (RUE DE,21.6,3,5
3,Normale,Plein jour,1,0,2,0,2,2,1,0,NATIONS UNIES (AVENUE DES),21.6,4,5
6,Normale,Plein jour,1,0,2,0,0,2,1,0,HOMMELET (RUE DE L'),21.6,2,5
6,Brouillard - fumée,Nuit sans éclairage public,1,0,2,0,1,1,51,0,BALLOTS (RUE DES TROIS),21.6,3,5
1,Normale,Nuit avec éclairage public allumé,1,0,2,0,0,2,1,0,ROCROI (RUE DE),21.6,2,5
6,Normale,Plein jour,1,0,2,0,2,1,677,0,REPUBLIQUE AV DE LA ( N°501-825),21.6,4,5
3,Normale,Plein jour,1,0,0,1,2,1,358,0,JAURES JEAN AVENUE.,0.43,3,5
2,Normale,Nuit avec éclairage public allumé,1,0,0,1,1,1,106,0,MARNE (BOULEVARD DE LA),0.43,2,5
